# == Iter    0 ==
Timepoint   	K_ECF       	K_ICF       	K_urin      	K_git       	K_tiss      	K_sal       	K_feed      	***         	***         	***         	Insulin     	s20         	s23         	s27         	***         	s29         	***         	***         	***         	***         	***         	s35         
3.056467e+01	5.759313e+00	2.020072e+01	1.467497e+02	7.234694e+00	1.519334e+03	5.330766e-01	2.293260e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.874589e+01	2.705704e+02	1.017407e+01	1.320237e+01	0.000000e+00	3.147915e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.299817e+02
3.085114e+01	5.746779e+00	2.013372e+01	1.475615e+02	7.289215e+00	1.519269e+03	5.324106e-01	2.560894e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.883767e+01	3.002734e+02	1.017452e+01	1.510384e+01	0.000000e+00	3.168060e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.596847e+02
3.114669e+01	5.732825e+00	2.007228e+01	1.483988e+02	7.415677e+00	1.519197e+03	5.316085e-01	2.861061e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.894691e+01	3.324241e+02	1.017487e+01	1.723172e+01	0.000000e+00	3.191780e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.918354e+02
3.145217e+01	5.717487e+00	2.001718e+01	1.492714e+02	7.620538e+00	1.519118e+03	5.306630e-01	3.195105e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.907466e+01	3.670615e+02	1.017516e+01	1.959510e+01	0.000000e+00	3.219282e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.264728e+02
3.176863e+01	5.700835e+00	1.996938e+01	1.501912e+02	7.910852e+00	1.519030e+03	5.295687e-01	3.564385e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.922205e+01	4.042160e+02	1.017538e+01	2.220315e+01	0.000000e+00	3.250786e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.636273e+02
3.209740e+01	5.682962e+00	1.993011e+01	1.511723e+02	8.294504e+00	1.518931e+03	5.283213e-01	3.970378e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.939029e+01	4.439165e+02	1.017556e+01	2.506581e+01	0.000000e+00	3.286534e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.033278e+02
3.244025e+01	5.663971e+00	1.990094e+01	1.522321e+02	8.780621e+00	1.518822e+03	5.269181e-01	4.414819e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.958085e+01	4.861995e+02	1.017570e+01	2.819479e+01	0.000000e+00	3.326807e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.456108e+02
3.279973e+01	5.643952e+00	1.988396e+01	1.533932e+02	9.380422e+00	1.518699e+03	5.253563e-01	4.900047e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.979555e+01	5.311335e+02	1.017581e+01	3.160592e+01	0.000000e+00	3.371967e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.905448e+02
3.300000e+01	5.632845e+00	1.988084e+01	1.540656e+02	9.752686e+00	1.518627e+03	5.244547e-01	5.177353e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.992109e+01	5.562885e+02	1.017586e+01	3.355323e+01	0.000000e+00	3.398284e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.156998e+02


# == Iter   20 ==
Timepoint   	K_ECF       	K_ICF       	K_urin      	K_git       	K_tiss      	K_sal       	K_feed      	***         	***         	***         	Insulin     	s20         	s23         	s27         	***         	s29         	***         	***         	***         	***         	***         	s35         
5.000000e+00	3.430000e+00	2.542000e+01	0.000000e+00	3.073000e+00	1.509600e+03	4.340000e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.200000e+01	1.405887e+02	3.000000e+00	6.250000e+01	0.000000e+00	3.730000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
5.000100e+00	3.430837e+00	2.541979e+01	5.023794e-05	3.072927e+00	1.509600e+03	4.339922e-01	1.595642e-04	0.000000e+00	0.000000e+00	0.000000e+00	2.199969e+01	1.405950e+02	3.012603e+00	6.249455e+01	0.000000e+00	3.730029e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.283316e-03
5.004434e+00	3.466399e+00	2.541097e+01	2.225211e-03	3.069788e+00	1.509587e+03	4.336615e-01	7.066715e-03	0.000000e+00	0.000000e+00	0.000000e+00	2.198639e+01	1.408675e+02	3.546177e+00	6.225895e+01	0.000000e+00	3.731294e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.788497e-01
5.019666e+00	3.581909e+00	2.538346e+01	9.838465e-03	3.059006e+00	1.509543e+03	4.325993e-01	3.122642e-02	0.000000e+00	0.000000e+00	0.000000e+00	2.194483e+01	1.418298e+02	5.239174e+00	6.143969e+01	0.000000e+00	3.735549e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.241137e+00
5.037908e+00	3.704982e+00	2.535594e+01	1.889742e-02	3.046610e+00	1.509493e+03	4.315137e-01	5.992276e-02	0.000000e+00	0.000000e+00	0.000000e+00	2.190441e+01	1.429910e+02	6.938967e+00	6.047643e+01	0.000000e+00	3.740269e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.402285e+00
5.057614e+00	3.824096e+00	2.533086e+01	2.862061e-02	3.033846e+00	1.509442e+03	4.305445e-01	9.063562e-02	0.000000e+00	0.000000e+00	0.000000e+00	2.187038e+01	1.442558e+02	8.441966e+00	5.945747e+01	0.000000e+00	3.744921e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.667145e+00
5.078577e+00	3.938860e+00	2.530793e+01	3.890588e-02	3.020975e+00	1.509390e+03	4.297206e-01	1.229916e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.184318e+01	1.456134e+02	9.732077e+00	5.839762e+01	0.000000e+00	3.749382e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.024730e+00
5.100752e+00	4.049702e+00	2.528677e+01	4.973647e-02	3.008144e+00	1.509338e+03	4.290585e-01	1.568743e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.182252e+01	1.470630e+02	1.081899e+01	5.730300e+01	0.000000e+00	3.753575e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.474288e+00
5.124141e+00	4.157009e+00	2.526708e+01	6.112391e-02	2.995474e+00	1.509287e+03	4.285711e-01	1.922394e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.180783e+01	1.486068e+02	1.172041e+01	5.617739e+01	0.000000e+00	3.757437e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.018128e+00
5.148774e+00	4.261050e+00	2.524864e+01	7.310041e-02	2.983076e+00	1.509236e+03	4.282699e-01	2.290866e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179834e+01	1.502493e+02	1.245730e+01	5.502328e+01	0.000000e+00	3.760912e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.660636e+00
5.173752e+00	4.358427e+00	2.523191e+01	8.525264e-02	2.971480e+00	1.509187e+03	4.281658e-01	2.660457e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179334e+01	1.519321e+02	1.303231e+01	5.388511e+01	0.000000e+00	3.763844e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.134340e+01
5.198842e+00	4.448976e+00	2.521678e+01	9.749336e-02	2.960808e+00	1.509141e+03	4.282463e-01	3.027738e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179163e+01	1.536398e+02	1.347568e+01	5.277367e+01	0.000000e+00	3.766220e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.305106e+01
5.224064e+00	4.533431e+00	2.520302e+01	1.098604e-01	2.951051e+00	1.509098e+03	4.284971e-01	3.393116e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179214e+01	1.553740e+02	1.381741e+01	5.168768e+01	0.000000e+00	3.768065e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.478528e+01
5.249457e+00	4.612422e+00	2.519046e+01	1.223992e-01	2.942197e+00	1.509056e+03	4.289057e-01	3.757198e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179398e+01	1.571375e+02	1.408074e+01	5.062537e+01	0.000000e+00	3.769398e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.654885e+01
5.275052e+00	4.686453e+00	2.517894e+01	1.351535e-01	2.934243e+00	1.509016e+03	4.294614e-01	4.120506e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179649e+01	1.589330e+02	1.428353e+01	4.958530e+01	0.000000e+00	3.770240e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.834431e+01
5.300876e+00	4.755936e+00	2.516836e+01	1.481646e-01	2.927188e+00	1.508979e+03	4.301545e-01	4.483479e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179909e+01	1.607627e+02	1.443948e+01	4.856639e+01	0.000000e+00	3.770606e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.017397e+01
5.326953e+00	4.821213e+00	2.515863e+01	1.614717e-01	2.921040e+00	1.508943e+03	4.309764e-01	4.846475e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.180133e+01	1.626286e+02	1.455922e+01	4.756784e+01	0.000000e+00	3.770511e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.203985e+01
5.353302e+00	4.882584e+00	2.514965e+01	1.751129e-01	2.915808e+00	1.508908e+03	4.319193e-01	5.209813e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.180286e+01	1.645326e+02	1.465096e+01	4.658903e+01	0.000000e+00	3.769968e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.394388e+01
5.379944e+00	4.940316e+00	2.514136e+01	1.891252e-01	2.911504e+00	1.508876e+03	4.329758e-01	5.573788e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.180337e+01	1.664766e+02	1.472108e+01	4.562946e+01	0.000000e+00	3.768990e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.588793e+01
5.406892e+00	4.994645e+00	2.513369e+01	2.035439e-01	2.908144e+00	1.508844e+03	4.341391e-01	5.938646e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.180263e+01	1.684624e+02	1.477454e+01	4.468882e+01	0.000000e+00	3.767587e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.787373e+01
5.434163e+00	5.045786e+00	2.512658e+01	2.184030e-01	2.905744e+00	1.508814e+03	4.354026e-01	6.304607e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.180045e+01	1.704916e+02	1.481517e+01	4.376687e+01	0.000000e+00	3.765771e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-2.990288e+01
5.461769e+00	5.093942e+00	2.511996e+01	2.337354e-01	2.904323e+00	1.508785e+03	4.367603e-01	6.671881e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179670e+01	1.725657e+02	1.484597e+01	4.286347e+01	0.000000e+00	3.763554e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.197701e+01
5.489722e+00	5.139299e+00	2.511379e+01	2.495734e-01	2.903902e+00	1.508758e+03	4.382062e-01	7.040666e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.179127e+01	1.746864e+02	1.486923e+01	4.197853e+01	0.000000e+00	3.760946e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.409771e+01
5.518035e+00	5.182031e+00	2.510801e+01	2.659473e-01	2.904503e+00	1.508731e+03	4.397349e-01	7.411130e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.178407e+01	1.768551e+02	1.488675e+01	4.111205e+01	0.000000e+00	3.757959e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.626644e+01
5.546716e+00	5.222306e+00	2.510257e+01	2.828874e-01	2.906148e+00	1.508706e+03	4.413410e-01	7.783447e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.177505e+01	1.790734e+02	1.489989e+01	4.026405e+01	0.000000e+00	3.754604e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.848470e+01
5.575776e+00	5.260278e+00	2.509742e+01	3.004223e-01	2.908861e+00	1.508681e+03	4.430193e-01	8.157772e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.176418e+01	1.813426e+02	1.490971e+01	3.943460e+01	0.000000e+00	3.750892e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.075393e+01
5.605224e+00	5.296098e+00	2.509253e+01	3.185803e-01	2.912668e+00	1.508658e+03	4.447649e-01	8.534258e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.175144e+01	1.836642e+02	1.491703e+01	3.862381e+01	0.000000e+00	3.746835e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.307555e+01
5.635067e+00	5.329908e+00	2.508784e+01	3.373889e-01	2.917593e+00	1.508635e+03	4.465730e-01	8.913047e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.173684e+01	1.860396e+02	1.492246e+01	3.783182e+01	0.000000e+00	3.742446e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.545093e+01
5.665312e+00	5.361841e+00	2.508330e+01	3.568744e-01	2.923663e+00	1.508613e+03	4.484391e-01	9.294270e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.172039e+01	1.884701e+02	1.492648e+01	3.705879e+01	0.000000e+00	3.737736e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.788138e+01
5.695965e+00	5.392026e+00	2.507889e+01	3.770634e-01	2.930903e+00	1.508593e+03	4.503586e-01	9.678062e-01	0.000000e+00	0.000000e+00	0.000000e+00	2.170213e+01	1.909569e+02	1.492944e+01	3.630490e+01	0.000000e+00	3.732719e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.036821e+01
5.727034e+00	5.420586e+00	2.507457e+01	3.979819e-01	2.939342e+00	1.508573e+03	4.523275e-01	1.006455e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.168207e+01	1.935014e+02	1.493161e+01	3.557035e+01	0.000000e+00	3.727409e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.291269e+01
5.758521e+00	5.447635e+00	2.507028e+01	4.196551e-01	2.949004e+00	1.508553e+03	4.543413e-01	1.045384e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.166029e+01	1.961047e+02	1.493320e+01	3.485535e+01	0.000000e+00	3.721818e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.551595e+01
5.790431e+00	5.473281e+00	2.506600e+01	4.421085e-01	2.959918e+00	1.508535e+03	4.563963e-01	1.084605e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.163682e+01	1.987678e+02	1.493437e+01	3.416014e+01	0.000000e+00	3.715963e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.817914e+01
5.822767e+00	5.497629e+00	2.506170e+01	4.653676e-01	2.972111e+00	1.508517e+03	4.584885e-01	1.124129e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.161174e+01	2.014921e+02	1.493521e+01	3.348492e+01	0.000000e+00	3.709856e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.090336e+01
5.855532e+00	5.520775e+00	2.505734e+01	4.894581e-01	2.985608e+00	1.508500e+03	4.606142e-01	1.163967e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.158511e+01	2.042783e+02	1.493583e+01	3.282992e+01	0.000000e+00	3.703515e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.368963e+01
5.888728e+00	5.542810e+00	2.505288e+01	5.144058e-01	3.000436e+00	1.508483e+03	4.627698e-01	1.204129e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.155701e+01	2.071276e+02	1.493628e+01	3.219536e+01	0.000000e+00	3.696955e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.653893e+01
5.922355e+00	5.563817e+00	2.504830e+01	5.402373e-01	3.016621e+00	1.508467e+03	4.649519e-01	1.244624e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.152751e+01	2.100409e+02	1.493661e+01	3.158144e+01	0.000000e+00	3.690192e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-6.945217e+01
5.956414e+00	5.583875e+00	2.504358e+01	5.669785e-01	3.034188e+00	1.508452e+03	4.671572e-01	1.285461e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.149670e+01	2.130188e+02	1.493685e+01	3.098838e+01	0.000000e+00	3.683242e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.243015e+01
5.990905e+00	5.603057e+00	2.503868e+01	5.946576e-01	3.053163e+00	1.508438e+03	4.693823e-01	1.326652e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.146468e+01	2.160624e+02	1.493703e+01	3.041635e+01	0.000000e+00	3.676124e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.547370e+01
6.025827e+00	5.621428e+00	2.503358e+01	6.233029e-01	3.073569e+00	1.508424e+03	4.716244e-01	1.368205e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.143152e+01	2.191723e+02	1.493716e+01	2.986552e+01	0.000000e+00	3.668853e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.858360e+01
6.061180e+00	5.639048e+00	2.502826e+01	6.529435e-01	3.095430e+00	1.508410e+03	4.738804e-01	1.410129e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.139732e+01	2.223492e+02	1.493726e+01	2.933604e+01	0.000000e+00	3.661448e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.176053e+01
6.096964e+00	5.655972e+00	2.502269e+01	6.836109e-01	3.118772e+00	1.508397e+03	4.761476e-01	1.452437e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.136218e+01	2.255940e+02	1.493734e+01	2.882802e+01	0.000000e+00	3.653926e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.500529e+01
6.133177e+00	5.672250e+00	2.501686e+01	7.153367e-01	3.143616e+00	1.508385e+03	4.784234e-01	1.495138e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.132620e+01	2.289072e+02	1.493740e+01	2.834156e+01	0.000000e+00	3.646304e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.831854e+01
6.169819e+00	5.687925e+00	2.501075e+01	7.481549e-01	3.169986e+00	1.508373e+03	4.807054e-01	1.538243e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.128946e+01	2.322897e+02	1.493745e+01	2.787673e+01	0.000000e+00	3.638600e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.170101e+01
6.206891e+00	5.703035e+00	2.500434e+01	7.821019e-01	3.197907e+00	1.508362e+03	4.829911e-01	1.581768e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.125206e+01	2.357423e+02	1.493749e+01	2.743355e+01	0.000000e+00	3.630832e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.515355e+01
6.244395e+00	5.717616e+00	2.499762e+01	8.172157e-01	3.227403e+00	1.508352e+03	4.852786e-01	1.625725e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.121411e+01	2.392657e+02	1.493753e+01	2.701204e+01	0.000000e+00	3.623015e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-9.867696e+01
6.282332e+00	5.731695e+00	2.499058e+01	8.535375e-01	3.258500e+00	1.508341e+03	4.875658e-01	1.670131e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.117568e+01	2.428609e+02	1.493756e+01	2.661219e+01	0.000000e+00	3.615166e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.022722e+02
6.320708e+00	5.745300e+00	2.498319e+01	8.911113e-01	3.291224e+00	1.508332e+03	4.898508e-01	1.715004e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.113688e+01	2.465291e+02	1.493759e+01	2.623395e+01	0.000000e+00	3.607302e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.059404e+02
6.359526e+00	5.758450e+00	2.497546e+01	9.299838e-01	3.325605e+00	1.508323e+03	4.921321e-01	1.760363e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.109780e+01	2.502714e+02	1.493762e+01	2.587727e+01	0.000000e+00	3.599439e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.096827e+02
6.398793e+00	5.771165e+00	2.496737e+01	9.702056e-01	3.361672e+00	1.508314e+03	4.944081e-01	1.806231e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.105851e+01	2.540892e+02	1.493764e+01	2.554206e+01	0.000000e+00	3.591591e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.135005e+02
6.438519e+00	5.783458e+00	2.495891e+01	1.011832e+00	3.399461e+00	1.508306e+03	4.966774e-01	1.852632e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.101910e+01	2.579841e+02	1.493766e+01	2.522822e+01	0.000000e+00	3.583773e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.173954e+02
6.478716e+00	5.795343e+00	2.495008e+01	1.054923e+00	3.439009e+00	1.508298e+03	4.989389e-01	1.899595e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.097966e+01	2.619580e+02	1.493769e+01	2.493564e+01	0.000000e+00	3.575998e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.213693e+02
6.519396e+00	5.806828e+00	2.494086e+01	1.099543e+00	3.480357e+00	1.508291e+03	5.011915e-01	1.947151e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.094027e+01	2.660129e+02	1.493771e+01	2.466422e+01	0.000000e+00	3.568282e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.254242e+02
6.560578e+00	5.817921e+00	2.493125e+01	1.145763e+00	3.523552e+00	1.508284e+03	5.034342e-01	1.995335e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.090098e+01	2.701513e+02	1.493773e+01	2.441384e+01	0.000000e+00	3.560635e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.295626e+02
6.602282e+00	5.828627e+00	2.492124e+01	1.193661e+00	3.568647e+00	1.508278e+03	5.056664e-01	2.044186e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.086188e+01	2.743760e+02	1.493775e+01	2.418438e+01	0.000000e+00	3.553070e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.337873e+02
6.644530e+00	5.838951e+00	2.491082e+01	1.243320e+00	3.615699e+00	1.508272e+03	5.078874e-01	2.093747e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.082304e+01	2.786901e+02	1.493777e+01	2.397574e+01	0.000000e+00	3.545599e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.381014e+02
6.687351e+00	5.848893e+00	2.489999e+01	1.294834e+00	3.664777e+00	1.508267e+03	5.100967e-01	2.144069e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.078451e+01	2.830974e+02	1.493779e+01	2.378785e+01	0.000000e+00	3.538233e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.425087e+02
6.730778e+00	5.858456e+00	2.488873e+01	1.348309e+00	3.715956e+00	1.508262e+03	5.122939e-01	2.195206e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.074636e+01	2.876022e+02	1.493780e+01	2.362062e+01	0.000000e+00	3.530981e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.470135e+02
6.774849e+00	5.867641e+00	2.487703e+01	1.403859e+00	3.769325e+00	1.508257e+03	5.144789e-01	2.247221e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.070865e+01	2.922092e+02	1.493782e+01	2.347402e+01	0.000000e+00	3.523855e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.516205e+02
6.819609e+00	5.876445e+00	2.486488e+01	1.461613e+00	3.824984e+00	1.508253e+03	5.166517e-01	2.300184e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.067143e+01	2.969242e+02	1.493784e+01	2.334806e+01	0.000000e+00	3.516864e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.563355e+02
6.865109e+00	5.884870e+00	2.485228e+01	1.521719e+00	3.883049e+00	1.508250e+03	5.188123e-01	2.354178e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.063475e+01	3.017538e+02	1.493786e+01	2.324279e+01	0.000000e+00	3.510016e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.611651e+02
6.911414e+00	5.892912e+00	2.483919e+01	1.584344e+00	3.943657e+00	1.508246e+03	5.209611e-01	2.409296e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.059866e+01	3.067057e+02	1.493787e+01	2.315830e+01	0.000000e+00	3.503321e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.661170e+02
6.958596e+00	5.900572e+00	2.482561e+01	1.649683e+00	4.006971e+00	1.508243e+03	5.230989e-01	2.465647e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.056320e+01	3.117892e+02	1.493789e+01	2.309478e+01	0.000000e+00	3.496786e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.712005e+02
7.006744e+00	5.907846e+00	2.481151e+01	1.717962e+00	4.073181e+00	1.508241e+03	5.252265e-01	2.523361e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.052842e+01	3.170153e+02	1.493790e+01	2.305250e+01	0.000000e+00	3.490420e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.764266e+02
7.055970e+00	5.914735e+00	2.479686e+01	1.789453e+00	4.142522e+00	1.508238e+03	5.273455e-01	2.582596e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.049436e+01	3.223976e+02	1.493792e+01	2.303185e+01	0.000000e+00	3.484229e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.818089e+02
